player_name,season,mp,raptor_offense,raptor_defense
Isaac Okoro,2021,2173,-2.85,-1.35
Isaac Okoro,2022,1981,-1.11,0.29
KZ Okpala,2020,26,-1.55,-3.9
KZ Okpala,2021,453,-5.35,-0.45
KZ Okpala,2022,244,-2.63,-3.33
Victor Oladipo,2020,651,-1.58,2.69
Victor Oladipo,2021,1080,-1.51,1.59
Victor Oladipo,2022,541,-1.11,1.27
Cameron Oliver,2021,87,0.74,-4.43
Cameron Oliver,2022,43,2.38,-4.97
Kelly Olynyk,2020,1558,0.81,0.06
Kelly Olynyk,2021,1997,0.54,-0.7
Kelly Olynyk,2022,764,0.6,1.28
Eugene Omoruyi,2022,18,-0.91,-3.57
Royce O'Neale,2020,2298,-0.08,1.67
Royce O'Neale,2021,2645,0.51,1.33
Royce O'Neale,2022,2594,0.24,1.2
Miye Oni,2020,123,-1.38,0.3
Miye Oni,2021,560,-2.12,-0.26
Miye Oni,2022,44,-4.39,-9.01
Kyle O'Quinn,2020,319,-0.61,-1.3
Cedi Osman,2020,1910,-0.82,-0.77
Cedi Osman,2021,1510,-1.37,-1.89
Cedi Osman,2022,1462,-0.61,-1.22
Daniel Oturu,2021,176,-3.87,-3.48
Daniel Oturu,2022,27,-3.62,-5.73
Kelly Oubre Jr.,2020,1933,-0.41,0.53
Kelly Oubre Jr.,2021,1687,-3.79,1.12
Kelly Oubre Jr.,2022,1999,0.29,-1.12
Tariq Owens,2020,15,-4.68,-14.75
Jaysean Paige,2022,7,-28.76,-6.31
Trayvon Palmer,2022,17,-7.57,-32.02
Kevin Pangos,2022,166,-4.69,-2.23
Jeremy Pargo,2020,44,2.53,-8.21
Jabari Parker,2020,917,1.25,-1.37
Jabari Parker,2021,224,-1.46,2.13
Jabari Parker,2022,112,-2.97,-2.78
Chandler Parsons,2020,54,-6.93,-4.34
Eric Paschall,2020,1654,-1.21,-3.29
Eric Paschall,2021,695,-3.03,-1.55
Eric Paschall,2022,760,0.19,-2.85
Anzejs Pasecniks,2020,437,-2.44,-0.55
Anzejs Pasecniks,2021,6,-43.37,-20.38
Patrick Patterson,2020,786,-0.06,0.15
Patrick Patterson,2021,582,-1.11,-0.87
Justin Patton,2020,24,-5.05,-6.17
Justin Patton,2021,247,-4.37,-1.82
Chris Paul,2020,2469,5.57,-2.0
Chris Paul,2021,2882,4.48,-1.34
Chris Paul,2022,2587,4.36,-0.34
Cameron Payne,2020,183,4.01,4.16
Cameron Payne,2021,1497,2.85,1.31
Cameron Payne,2022,1450,-0.62,0.74
Elfrid Payton,2020,1246,0.84,0.3
Elfrid Payton,2021,1497,-1.97,-1.28
Elfrid Payton,2022,557,-5.3,0.55
Gary Payton II,2020,432,-2.79,-0.3
Gary Payton II,2021,40,3.89,4.75
Gary Payton II,2022,1450,1.38,4.64
Norvel Pelle,2020,239,-5.1,-3.71
Norvel Pelle,2021,84,-1.54,1.08
Norvel Pelle,2022,19,-17.13,-15.68
Reggie Perry,2021,233,-2.56,-3.2
Reggie Perry,2022,187,-4.63,-3.37
Jamorko Pickett,2022,176,-3.77,-3.51
Theo Pinson,2020,365,-5.82,2.78
Theo Pinson,2021,34,-14.57,-9.17
Theo Pinson,2022,148,-2.6,0.92
Mason Plumlee,2020,1263,-0.53,0.04
Mason Plumlee,2021,1499,-0.29,-1.21
Mason Plumlee,2022,1793,-2.19,0.93
Jakob Poeltl,2020,1171,0.81,3.03
Jakob Poeltl,2021,1845,-0.55,5.08
Jakob Poeltl,2022,1970,1.64,2.39
Vincent Poirier,2020,132,-5.33,-0.2
Vincent Poirier,2021,39,-11.84,-4.22
Aleksej Pokusevski,2021,1090,-6.32,-2.85
Aleksej Pokusevski,2022,1233,-2.86,-0.04
Shamorie Ponds,2020,11,12.49,-29.3
Yves Pons,2022,71,-5.83,-0.98
Jordan Poole,2020,1274,-3.01,-1.87
Jordan Poole,2021,988,0.45,-3.01
Jordan Poole,2022,2889,1.96,-1.05
Jontay Porter,2021,54,-6.4,-0.33
Kevin Porter Jr.,2020,1162,-2.45,-1.53
Kevin Porter Jr.,2021,835,-0.46,-3.73
Kevin Porter Jr.,2022,1907,0.17,-0.08
Michael Porter Jr.,2020,1354,2.04,-0.33
Michael Porter Jr.,2021,2244,2.73,-0.45
Michael Porter Jr.,2022,265,-4.41,5.64
Otto Porter Jr.,2020,331,1.75,0.39
Otto Porter Jr.,2021,606,-0.55,-0.94
Otto Porter Jr.,2022,1767,0.75,1.8
Bobby Portis,2020,1393,-1.84,-1.06
Bobby Portis,2021,1738,1.54,1.18
Bobby Portis,2022,2326,0.43,1.61
Kristaps Porzingis,2020,1908,0.63,1.77
Kristaps Porzingis,2021,1560,1.32,-1.51
Kristaps Porzingis,2022,1481,1.26,0.6
Micah Potter,2022,31,-9.89,-2.14
Dwight Powell,2020,1061,-0.18,0.83
Dwight Powell,2021,1018,-0.07,2.13
Dwight Powell,2022,2047,0.16,0.09
Myles Powell,2022,52,-6.49,-2.93
Norman Powell,2020,1752,0.57,-0.32
Norman Powell,2021,2421,1.04,-0.85
Norman Powell,2022,1458,1.3,-2.68
Joshua Primo,2022,965,-3.74,-0.77
Taurean Prince,2020,1857,-2.39,0.22
Taurean Prince,2021,905,-0.49,-0.15
Taurean Prince,2022,1242,-1.0,-0.05
Payton Pritchard,2021,1335,0.16,-1.53
Payton Pritchard,2022,1310,1.97,-0.32
Trevelin Queen,2022,74,2.66,-1.44
Neemias Queta,2022,120,-2.64,0.45
Immanuel Quickley,2021,1320,2.16,-1.7
Immanuel Quickley,2022,1802,2.36,1.54
Jahmi'us Ramsey,2021,94,-1.07,-1.92
Jahmi'us Ramsey,2022,134,-1.22,-7.35
Chasson Randle,2020,40,-2.38,-2.9
Chasson Randle,2021,837,-4.06,-3.25
Julius Randle,2020,2080,-0.78,-0.35
Julius Randle,2021,2847,0.44,2.09
Julius Randle,2022,2544,-2.29,-0.99
Austin Reaves,2022,1418,0.0,1.69
Josh Reaves,2020,37,-7.68,0.75
Cam Reddish,2020,1551,-2.95,-0.03
Cam Reddish,2021,842,-2.29,0.06
Cam Reddish,2022,1012,-2.74,-0.71
JJ Redick,2020,1581,2.42,-3.1
JJ Redick,2021,723,-0.21,-1.7
Davon Reed,2022,668,-0.27,0.1
Paul Reed,2021,188,-1.34,-0.02
Paul Reed,2022,442,0.7,0.54
Naz Reid,2020,495,-0.41,1.56
Naz Reid,2021,1347,-1.43,0.88
Naz Reid,2022,1269,-2.66,0.67
Cameron Reynolds,2021,40,-7.37,-1.63
Josh Richardson,2020,1837,-0.14,0.78
Josh Richardson,2021,1884,-1.13,-0.93
Josh Richardson,2022,1600,-0.36,-1.06
Nick Richards,2021,63,-6.35,-3.6
Nick Richards,2022,367,-4.15,-0.57
Grant Riller,2021,27,1.33,-2.44
Austin Rivers,2020,1805,0.23,-2.13
Austin Rivers,2021,1150,-1.84,-1.27
Austin Rivers,2022,1588,-1.81,-1.07
Andre Roberson,2020,90,-4.35,5.15
Andre Roberson,2021,63,-8.0,-1.71
Duncan Robinson,2020,2766,3.31,-0.79
Duncan Robinson,2021,2362,0.41,-0.24
Duncan Robinson,2022,2202,0.6,-1.09
Glenn Robinson III,2020,1786,-0.69,-2.51
Glenn Robinson III,2021,369,-2.81,-2.87
Jerome Robinson,2020,979,-2.95,-0.41
Jerome Robinson,2021,305,-5.9,-1.61
Jeremiah Robinson-Earl,2022,1087,-3.93,0.69
Justin Robinson,2020,49,-3.17,0.0
Justin Robinson,2021,88,-2.29,-8.29
Justin Robinson,2022,304,-6.2,1.23
Mitchell Robinson,2020,1412,1.25,1.73
Mitchell Robinson,2021,853,-2.08,2.05
Mitchell Robinson,2022,1848,0.46,2.44
Isaiah Roby,2020,11,-11.79,-2.68
Isaiah Roby,2021,1425,-3.86,-1.16
Isaiah Roby,2022,948,-0.85,-1.31
Rajon Rondo,2020,1379,0.36,-3.24
Rajon Rondo,2021,990,-1.3,-2.79
Rajon Rondo,2022,697,-3.26,0.95
Derrick Rose,2020,1298,2.58,-2.22
Derrick Rose,2021,1454,1.81,1.48
Derrick Rose,2022,636,2.14,3.38
Terrence Ross,2020,2024,0.96,-0.61
Terrence Ross,2021,1347,-0.66,-1.03
Terrence Ross,2022,1448,-1.66,-3.41
Terry Rozier,2020,2164,-0.61,-1.51
Terry Rozier,2021,2383,2.74,-1.18
Terry Rozier,2022,2458,2.75,0.24
Ricky Rubio,2020,2016,1.63,-0.05
Ricky Rubio,2021,1772,-1.0,-0.42
Ricky Rubio,2022,970,0.46,3.58
D'Angelo Russell,2020,1452,3.02,-3.72
D'Angelo Russell,2021,1196,1.94,-3.18
D'Angelo Russell,2022,2273,2.35,-0.79
Matt Ryan,2022,5,-7.76,2.76
Domantas Sabonis,2020,2159,1.32,0.06
Domantas Sabonis,2021,2231,-0.1,0.38
Domantas Sabonis,2022,2136,1.37,2.28
Luka Samanic,2020,48,-1.22,4.21
Luka Samanic,2021,308,-2.99,0.78
JaKarr Sampson,2020,521,-1.66,1.95
JaKarr Sampson,2021,316,-2.53,0.47
Dario Saric,2020,1632,-0.35,-0.5
Dario Saric,2021,1018,-0.73,1.21
Olivier Sarr,2022,421,-3.44,-2.34
Tomas Satoransky,2020,1878,0.05,0.14
Tomas Satoransky,2021,1307,0.26,-0.13
Tomas Satoransky,2022,906,-2.66,-1.73
Jordan Schakel,2022,30,-9.63,8.76
Admiral Schofield,2020,368,-2.0,-3.44
Admiral Schofield,2022,469,-3.05,-1.13
Dennis Schroder,2020,2226,-0.23,1.61
Dennis Schroder,2021,2152,-0.26,0.04
Dennis Schroder,2022,1837,-2.01,-0.87
Mike Scott,2020,1227,0.76,-1.56
Mike Scott,2021,886,-2.55,-0.1
Trevon Scott,2022,11,-5.96,8.11
Jay Scrubb,2021,92,-8.63,-1.75
Jay Scrubb,2022,121,-4.61,0.29
Thabo Sefolosha,2020,436,-2.33,1.41
Wayne Selden,2022,19,-7.67,-8.09
Alperen Sengun,2022,1489,-1.04,-1.27
Collin Sexton,2020,2143,1.34,-4.65
Collin Sexton,2021,2115,0.4,-2.89
Collin Sexton,2022,316,-2.91,-0.09
Landry Shamet,2020,1695,-0.74,-1.58
Landry Shamet,2021,1609,-0.66,-0.41
Landry Shamet,2022,1629,-0.95,-0.15
Day'Ron Sharpe,2022,391,1.0,0.97
Marial Shayok,2020,28,-4.24,-2.87
Iman Shumpert,2020,241,-4.44,1.13
Iman Shumpert,2021,11,-15.09,16.41
Pascal Siakam,2020,2528,-0.25,1.0
Pascal Siakam,2021,2006,1.17,-0.75
Pascal Siakam,2022,2838,1.91,-0.2
Chris Silva,2020,346,-1.09,-3.19
Chris Silva,2021,92,-3.49,1.28
Chris Silva,2022,91,-3.02,-3.21
Ben Simmons,2020,2017,-0.11,2.44
Ben Simmons,2021,2279,0.69,1.84
Anfernee Simons,2020,1531,-2.28,-3.07
Anfernee Simons,2021,1211,0.72,-3.82
Anfernee Simons,2022,1681,2.2,-2.47
Marko Simonovic,2022,35,-4.89,6.48
Zavier Simpson,2022,174,-6.75,-2.76
Jericho Sims,2022,555,-2.71,1.76
Deividas Sirvydis,2021,133,-5.0,1.3
Deividas Sirvydis,2022,27,-11.88,10.73
Alen Smailagic,2020,139,-0.56,-1.12
Alen Smailagic,2021,84,-3.72,-5.35
Javonte Smart,2022,200,-3.85,-0.31
Marcus Smart,2020,2567,1.0,1.9
Marcus Smart,2021,1764,1.03,-0.14
Marcus Smart,2022,3056,1.22,1.61
Dennis Smith Jr.,2020,537,-5.23,-0.83
Dennis Smith Jr.,2021,420,-1.49,4.92
Dennis Smith Jr.,2022,638,-2.46,0.35
Ish Smith,2020,1787,-0.32,-2.37
Ish Smith,2021,1035,-0.59,0.94
Ish Smith,2022,1126,-2.22,-1.98
Jalen Smith,2021,174,-5.36,-4.65
Jalen Smith,2022,925,-0.47,-0.54
JR Smith,2020,154,-8.86,-5.48
Zhaire Smith,2020,32,-7.19,-2.04
Xavier Sneed,2022,39,-6.69,-2.4
Tony Snell,2020,1641,-0.21,-1.68
Tony Snell,2021,1058,-1.08,-1.87
Tony Snell,2022,823,-2.3,-1.31
Ray Spalding,2021,19,-11.49,-2.54
Omari Spellman,2020,886,-3.03,-1.47
Jaden Springer,2022,19,-1.09,-5.18
Cassius Stanley,2021,93,-2.78,-1.85
Cassius Stanley,2022,155,-2.81,0.34
Nik Stauskas,2022,63,-0.59,-0.87
Lance Stephenson,2022,814,-0.64,-5.27
Lamar Stevens,2021,499,-3.79,-0.18
Lamar Stevens,2022,1015,-2.55,-0.04
Isaiah Stewart,2021,1455,-1.64,3.06
Isaiah Stewart,2022,1816,-3.14,0.83
Max Strus,2020,6,18.82,10.59
Max Strus,2021,513,1.27,-1.56
Max Strus,2022,2110,1.97,0.31
Jalen Suggs,2022,1307,-4.16,2.83
Edmond Sumner,2020,488,-1.86,-1.63
Edmond Sumner,2021,861,-1.12,-1.76
Caleb Swanigan,2020,288,-4.19,-2.28
Craig Sword,2022,19,-0.1,8.47
Keifer Sykes,2022,566,-5.24,-1.01
Jae'Sean Tate,2021,2043,-0.4,1.18
Jae'Sean Tate,2022,2056,-1.31,0.78
Jayson Tatum,2020,2955,3.4,2.1
Jayson Tatum,2021,2475,4.17,-1.39
Jayson Tatum,2022,3714,3.96,1.59
Terry Taylor,2022,714,1.2,-3.09
Jeff Teague,2020,1464,0.19,-3.32
Jeff Teague,2021,1069,-1.13,-1.39
Garrett Temple,2020,1867,-1.46,0.28
Garrett Temple,2021,1528,-1.62,1.86
Garrett Temple,2022,1100,-3.0,-0.57
Emanuel Terry,2022,18,-16.45,6.7
Tyrell Terry,2021,56,-5.48,7.81
Tyrell Terry,2022,3,7.6,-23.07
Jon Teske,2022,8,-13.2,-5.41
Daniel Theis,2020,2048,-0.87,1.97
Daniel Theis,2021,1601,-1.42,1.65
Daniel Theis,2022,1177,-3.42,0.74
Brodric Thomas,2021,399,-3.02,1.9
Brodric Thomas,2022,60,0.83,-3.45
Cam Thomas,2022,1176,-1.67,-2.5
Isaiah Thomas,2020,925,-0.85,-5.66
Isaiah Thomas,2021,48,-7.42,2.62
Isaiah Thomas,2022,333,-0.4,-1.65
Khyri Thomas,2020,61,-5.76,-2.41
Khyri Thomas,2021,153,6.43,4.37
Lance Thomas,2020,115,-3.97,-8.6
Matt Thomas,2020,524,2.1,-0.56
Matt Thomas,2021,333,-3.36,-5.06
Matt Thomas,2022,459,-1.04,0.39
Klay Thompson,2022,1733,0.98,-1.75
Tristan Thompson,2020,1721,-2.3,1.0
Tristan Thompson,2021,1419,-2.03,-0.62
Tristan Thompson,2022,935,-1.14,-0.59
JT Thor,2022,262,-3.0,-1.41
Sindarius Thornwell,2020,35,6.03,-3.75
Sindarius Thornwell,2021,217,-2.17,1.62
Matisse Thybulle,2020,1362,-1.53,3.27
Matisse Thybulle,2021,1518,-2.24,5.02
Matisse Thybulle,2022,1822,-2.22,4.01
Killian Tillie,2021,182,-2.64,0.45
Killian Tillie,2022,461,-3.34,0.84
Xavier Tillman,2021,1103,-1.56,0.44
Xavier Tillman,2022,840,-2.82,3.01
Isaiah Todd,2022,74,-8.84,-0.15
Anthony Tolliver,2020,872,-2.8,0.29
Anthony Tolliver,2021,101,-3.63,4.51
Obi Toppin,2021,748,-1.85,0.5
Obi Toppin,2022,1230,-0.54,-0.25
Juan Toscano-Anderson,2020,272,-2.52,0.48
Juan Toscano-Anderson,2021,1107,-1.53,2.19
Juan Toscano-Anderson,2022,1043,-1.99,0.95
Axel Toupane,2021,71,-1.46,2.67
Karl-Anthony Towns,2020,1187,5.77,0.9
Karl-Anthony Towns,2021,1689,3.56,-0.2
Karl-Anthony Towns,2022,2698,3.31,-1.18
Gary Trent Jr.,2020,1485,0.51,-0.49
Gary Trent Jr.,2021,1802,-0.19,-2.6
Gary Trent Jr.,2022,2647,1.42,-1.02
Allonzo Trier,2020,291,-1.16,-5.65
P.J. Tucker,2020,2881,-2.1,2.31
P.J. Tucker,2021,2037,-3.26,0.53
P.J. Tucker,2022,2490,-0.63,2.33
Rayjon Tucker,2020,172,-2.37,-1.15
Rayjon Tucker,2021,70,-1.79,3.16
Rayjon Tucker,2022,90,1.28,-2.76
Evan Turner,2020,251,-5.61,0.6
Myles Turner,2020,1972,-2.5,1.73
Myles Turner,2021,1455,-2.27,4.72
Myles Turner,2022,1235,-1.15,2.46
Jarrod Uthoff,2020,53,1.71,-4.02
Jonas Valanciunas,2020,1845,0.49,2.06
Jonas Valanciunas,2021,1921,2.0,0.6
Jonas Valanciunas,2022,2415,1.01,0.55
Denzel Valentine,2020,488,-0.08,1.75
Denzel Valentine,2021,1036,-1.61,-0.16
Denzel Valentine,2022,222,-2.58,0.9
Jarred Vanderbilt,2020,46,-8.95,-1.1
Jarred Vanderbilt,2021,1139,-0.92,2.9
Jarred Vanderbilt,2022,2009,0.15,1.74
Fred VanVleet,2020,2358,1.7,1.1
Fred VanVleet,2021,1899,2.62,2.28
Fred VanVleet,2022,2602,3.45,1.07
Anderson Varejao,2021,36,-7.81,-6.23
Devin Vassell,2021,1056,-1.15,-0.66
Devin Vassell,2022,1937,-0.22,-0.56
Luca Vildoza,2022,17,-4.64,3.62
Gabe Vincent,2020,83,-8.04,1.46
Gabe Vincent,2021,669,-1.73,-0.4
Gabe Vincent,2022,2012,-0.4,1.34
Noah Vonleh,2020,380,-3.47,1.93
Noah Vonleh,2021,11,-22.55,-16.46
Nikola Vucevic,2020,2183,0.98,1.26
Nikola Vucevic,2021,2348,0.85,0.77
Nikola Vucevic,2022,2599,-1.82,1.56
Dean Wade,2020,71,-2.94,-2.75
Dean Wade,2021,1212,-1.87,-0.42
Dean Wade,2022,980,-1.16,1.88
Franz Wagner,2022,2429,0.47,0.84
Moritz Wagner,2020,835,-1.85,1.21
Moritz Wagner,2021,722,-3.11,1.83
Moritz Wagner,2022,960,0.45,-1.51
Ish Wainright,2022,385,-1.77,1.33
Dion Waiters,2020,245,-1.48,-2.03
Kemba Walker,2020,2370,4.83,-0.1
Kemba Walker,2021,1460,2.84,0.23
Kemba Walker,2022,948,-0.26,0.06
Lonnie Walker IV,2020,988,-2.24,-1.16
Lonnie Walker IV,2021,1522,-1.86,-3.87
Lonnie Walker IV,2022,1612,-1.41,-1.83
MJ Walker,2022,8,-3.41,11.62
Tyrone Wallace,2020,160,-6.4,1.42
Tyrone Wallace,2022,75,-5.81,-1.8
John Wall,2021,1288,-1.02,-1.29
Derrick Walton Jr.,2020,248,-1.4,-0.04
Derrick Walton Jr.,2022,108,-6.17,7.75
Brad Wanamaker,2020,1642,-0.53,-0.61
Brad Wanamaker,2021,1053,-2.89,-0.71
Brad Wanamaker,2022,320,-3.25,-2.08
T.J. Warren,2020,2358,0.76,0.21
T.J. Warren,2021,117,-3.25,-1.85
Duane Washington Jr.,2022,968,-0.97,-1.85
P.J. Washington,2020,1759,-2.4,-0.69
P.J. Washington,2021,1954,-2.24,0.55
P.J. Washington,2022,1768,0.06,-1.38
Yuta Watanabe,2020,105,-1.18,2.87
Yuta Watanabe,2021,723,-1.34,0.16
Yuta Watanabe,2022,455,-3.21,-1.86
Lindy Waters III,2022,465,0.71,0.7
Tremont Waters,2020,121,-7.73,2.02
Tremont Waters,2021,244,0.89,-2.56
Tremont Waters,2022,50,-6.35,-6.79
Trendon Watford,2022,869,-2.68,-4.61
Paul Watson,2020,96,3.05,-1.0
Paul Watson,2021,297,0.57,-5.0
Paul Watson,2022,156,-5.19,-6.33
Quinndary Weatherspoon,2020,78,-4.63,-5.54
Quinndary Weatherspoon,2021,121,-5.53,-5.92
Quinndary Weatherspoon,2022,73,0.21,-4.24
Russell Westbrook,2020,2311,-0.42,-0.56
Russell Westbrook,2021,2555,0.25,-2.24
Russell Westbrook,2022,2678,-1.16,-2.07
Coby White,2020,1674,-0.94,-1.52
Coby White,2021,2156,-1.42,-1.11
Coby White,2022,1773,0.28,-2.35
Derrick White,2020,1677,1.21,2.19
Derrick White,2021,1064,1.41,3.21
Derrick White,2022,2784,0.36,3.11
Hassan Whiteside,2020,2114,0.7,2.26
Hassan Whiteside,2021,546,-4.72,0.82
Hassan Whiteside,2022,1227,1.01,2.26
Greg Whittington,2021,12,-10.64,-1.93
Joe Wieskamp,2022,205,-2.58,-2.68
Aaron Wiggins,2022,1209,-1.85,-1.7
Andrew Wiggins,2020,1858,0.55,-2.08
Andrew Wiggins,2021,2364,-1.07,0.5
Andrew Wiggins,2022,3096,0.22,1.92
Lindell Wigginton,2022,199,-3.07,-3.4
Brandon Williams,2022,640,-2.84,-1.79
Grant Williams,2020,1213,-2.89,2.19
Grant Williams,2021,1195,-2.95,0.15
Grant Williams,2022,2529,-1.02,0.38
Johnathan Williams,2020,180,-1.75,-4.76
Kenrich Williams,2020,832,-2.05,2.37
Kenrich Williams,2021,1426,0.88,0.22
Kenrich Williams,2022,1072,-1.21,3.77
Lou Williams,2020,2205,2.22,-2.72
Lou Williams,2021,1700,0.31,-3.1
Lou Williams,2022,799,-1.32,-1.08
Marvin Williams,2020,1308,-0.77,-0.44
Nigel Williams-Goss,2020,52,-2.62,0.01
Patrick Williams,2021,1983,-3.39,-0.33
Patrick Williams,2022,575,-1.7,-2.52
Robert Williams III,2020,537,0.79,2.35
Robert Williams III,2021,1031,0.83,0.26
Robert Williams III,2022,2198,0.64,3.02
Zion Williamson,2020,668,1.22,0.22
Zion Williamson,2021,2026,3.62,-0.65
Ziaire Williams,2022,1514,-0.99,-0.9
D.J. Wilson,2020,363,-5.13,-2.72
D.J. Wilson,2021,433,-3.87,0.76
D.J. Wilson,2022,54,1.45,-0.76
Dylan Windler,2021,513,-1.35,-0.43
Dylan Windler,2022,459,-1.9,1.36
Justise Winslow,2020,352,-1.97,1.07
Justise Winslow,2021,510,-6.79,2.12
Justise Winslow,2022,774,-1.22,1.82
Cassius Winston,2021,103,-3.92,-9.69
Cassius Winston,2022,39,-2.65,-3.59
James Wiseman,2021,836,-6.84,-1.67
Robert Woodard II,2021,45,1.24,-4.34
Robert Woodard II,2022,42,-4.86,1.71
Christian Wood,2020,1325,1.78,2.66
Christian Wood,2021,1326,-0.12,2.57
Christian Wood,2022,2094,-0.8,-1.24
Delon Wright,2020,1623,0.36,0.42
Delon Wright,2021,1748,0.92,1.71
Delon Wright,2022,1589,-0.25,2.54
Justin Wright-Foreman,2020,45,-4.36,-8.2
McKinley Wright IV,2022,19,-1.29,-8.51
Moses Wright,2022,14,-0.21,-2.8
Gabe York,2022,21,0.76,2.3
Thaddeus Young,2020,1591,-2.87,0.76
Thaddeus Young,2021,1652,3.29,1.44
Thaddeus Young,2022,932,-0.54,0.73
Trae Young,2020,2120,7.05,-3.33
Trae Young,2021,2728,6.07,-3.95
Trae Young,2022,2838,6.72,-3.05
Omer Yurtseven,2022,744,-2.05,0.88
Cody Zeller,2020,1341,-0.36,-1.29
Cody Zeller,2021,1005,-0.14,1.18
Cody Zeller,2022,355,-0.22,-3.23
Tyler Zeller,2020,4,10.35,11.04
Ante Zizic,2020,221,-2.53,-0.59
Ivica Zubac,2020,1646,1.1,3.55
Ivica Zubac,2021,1910,-0.91,2.53
Ivica Zubac,2022,1852,-0.69,0.72
