season,game_id,team,passer_player_id,n,epa,name
2019,2019_07_LA_ATL,ATL,00-0022787,6,5.308697259170003,M.Schaub
2019,2019_07_LA_ATL,ATL,00-0026143,32,-16.760598527426026,M.Ryan
2019,2019_07_LA_ATL,LA,00-0028872,1,3.900732734298799,J.Hekker
2019,2019_07_LA_ATL,LA,00-0033106,37,14.471647819431336,J.Goff
2019,2019_07_MIA_BUF,BUF,00-0034857,28,7.955241858063982,J.Allen
2019,2019_07_MIA_BUF,MIA,00-0023682,34,9.121384209196549,R.Fitzpatrick
2019,2019_07_MIA_BUF,MIA,00-0030669,1,-1.7606091552879661,A.Wilson
2019,2019_07_MIN_DET,DET,00-0026498,48,11.808803153466283,M.Stafford
2019,2019_07_MIN_DET,MIN,00-0029604,34,25.224982681999176,K.Cousins
2019,2019_07_NE_NYJ,NE,00-0019596,45,4.3038865206709875,T.Brady
2019,2019_07_NE_NYJ,NYJ,00-0034869,33,-31.661473809042946,S.Darnold
2019,2019_07_NO_CHI,CHI,00-0033869,57,-1.8209348601995687,M.Trubisky
2019,2019_07_NO_CHI,NO,00-0031237,39,10.772286143073677,T.Bridgewater
2019,2019_07_OAK_GB,GB,00-0023459,32,31.815392494900152,A.Rodgers
2019,2019_07_OAK_GB,LV,00-0030520,3,4.706848090805579,M.Glennon
2019,2019_07_OAK_GB,LV,00-0031280,28,18.080335593001486,D.Carr
2019,2019_07_PHI_DAL,DAL,00-0033077,30,8.0832003745193,D.Prescott
2019,2019_07_PHI_DAL,PHI,00-0032950,29,-7.612117565133296,C.Wentz
2019,2019_07_SF_WAS,SF,00-0031345,23,0.9336152416778476,J.Garoppolo
2019,2019_07_SF_WAS,WAS,00-0028986,15,-0.6780487125077341,C.Keenum
2019,2019_08_ARI_NO,ARI,00-0031589,2,-1.849896989762783,B.Hundley
2019,2019_08_ARI_NO,ARI,00-0035228,36,-8.799851977082806,K.Murray
2019,2019_08_ARI_NO,NO,00-0020531,43,13.713395725530512,D.Brees
2019,2019_08_CAR_SF,CAR,00-0034577,44,-31.14930291194223,K.Allen
2019,2019_08_CAR_SF,SF,00-0031345,25,5.10622141539352,J.Garoppolo
2019,2019_08_CAR_SF,SF,00-0034941,1,-0.947,M.Wishnowsky
2019,2019_08_CIN_LA,CIN,00-0027973,54,-0.6786366243608435,A.Dalton
2019,2019_08_CIN_LA,LA,00-0033106,31,23.486439635844093,J.Goff
